Id,AccountName,EndUserID,Date(UTC),QuestionDate&Time(UTC),QuestionDate&Time(Eastern),SurveyName,SurveyID,Answer,AnswerFreetext,UserName,UserType,UserRole,UserStatus,UserInfo,Question
215,threecedars,threecedars_E6EF2ED0-A65A-4A9E-AF77-95B5332F9A71,2023-08-04,2023-08-04 18:19:38,2023-08-04 18:19:38,Sondage Training  DT,95966,Satisfied,,2023-03-20T00:56:21.150Z,GeneralPractitioner,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
216,threecedars,threecedars_F564AC9D-BD19-4DA0-B52C-4B1186AAFAD1,2023-08-04,2023-08-04 21:46:35,2023-08-04 21:46:35,Sondage Training  DT,95966,Unsatisfied,,2023-04-05T23:07:01.700Z,SocialWorker,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
217,threecedars,threecedars_F564AC9D-BD19-4DA0-B52C-4B1186AAFAD1,2023-08-04,2023-08-04 21:46:35,2023-08-04 21:46:35,Sondage Training  DT,95966,I did not get a data transfer,,2023-04-05T23:07:01.700Z,SocialWorker,Practician,CA,BC,How satisfied are you with the data transfer carried out by the MEDFAR team?
218,mylelan,mylelan_5D263778-308F-4BDD-94BC-F0A5CFC5A553,2023-08-05,2023-08-05 00:12:23,2023-08-05 00:12:23,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-03T20:00:55.377Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
219,mylelan,mylelan_5D263778-308F-4BDD-94BC-F0A5CFC5A553,2023-08-05,2023-08-05 00:12:23,2023-08-05 00:12:23,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-03T20:00:55.377Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
220,mylelan,mylelan_15082A62-5599-4526-90AD-9EAA507B9A61,2023-08-05,2023-08-05 00:49:53,2023-08-05 00:49:53,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-11T18:14:13.100Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
221,mylelan,mylelan_15082A62-5599-4526-90AD-9EAA507B9A61,2023-08-05,2023-08-05 00:49:53,2023-08-05 00:49:53,Sondage Training  DT,95966,Insatisfait(e),,2023-06-11T18:14:13.100Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
222,mylelan,mylelan_6C964D5B-2328-4752-B5F0-895D7EF66EBB,2023-08-05,2023-08-05 09:10:08,2023-08-05 09:10:08,Sondage Training  DT,95966,Satisfait(e),,2023-05-30T20:56:20.230Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
223,mylelan,mylelan_6C964D5B-2328-4752-B5F0-895D7EF66EBB,2023-08-05,2023-08-05 09:10:08,2023-08-05 09:10:08,Sondage Training  DT,95966,Insatisfait(e),,2023-05-30T20:56:20.230Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
224,mylelan,mylelan_609A6B18-93E2-43D1-83C9-3DF0C572BEFE,2023-08-05,2023-08-05 13:33:19,2023-08-05 13:33:19,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-14T18:04:28.133Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
225,mylelan,mylelan_609A6B18-93E2-43D1-83C9-3DF0C572BEFE,2023-08-05,2023-08-05 13:33:19,2023-08-05 13:33:19,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-14T18:04:28.133Z,Nurse,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
226,mylelan,mylelan_13233F8F-723E-435C-88EF-41624832885A,2023-08-05,2023-08-05 13:35:14,2023-08-05 13:35:14,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-14T12:29:54.237Z,Resident,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
227,mylelan,mylelan_13233F8F-723E-435C-88EF-41624832885A,2023-08-05,2023-08-05 13:35:14,2023-08-05 13:35:14,Sondage Training  DT,95966,Satisfait(e),,2023-06-14T12:29:54.237Z,Resident,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
228,mylelan,mylelan_808228F8-4138-4E50-9EEF-D6F3866E2784,2023-08-05,2023-08-05 19:46:27,2023-08-05 19:46:27,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-10T16:27:16.187Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
229,mylelan,mylelan_808228F8-4138-4E50-9EEF-D6F3866E2784,2023-08-05,2023-08-05 19:46:27,2023-08-05 19:46:27,Sondage Training  DT,95966,Insatisfait(e),,2023-05-10T16:27:16.187Z,MedicalOffice Assistant,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
230,mylelan,mylelan_71A17C32-F5E6-4BE6-B18B-12445ED323A8,2023-08-06,2023-08-06 12:18:54,2023-08-06 12:18:54,Sondage Training  DT,95966,Satisfait(e),,2023-05-17T13:27:44.647Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
231,mylelan,mylelan_71A17C32-F5E6-4BE6-B18B-12445ED323A8,2023-08-06,2023-08-06 12:18:54,2023-08-06 12:18:54,Sondage Training  DT,95966,Satisfait(e),,2023-05-17T13:27:44.647Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
232,mylelan,mylelan_91F0FCF2-2261-43AC-9CD4-D87C8B790541,2023-08-06,2023-08-06 15:22:30,2023-08-06 15:22:30,Sondage Training  DT,95966,Satisfait(e),,2023-07-19T19:21:06.193Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
233,mylelan,mylelan_91F0FCF2-2261-43AC-9CD4-D87C8B790541,2023-08-06,2023-08-06 15:22:30,2023-08-06 15:22:30,Sondage Training  DT,95966,Satisfait(e),,2023-07-19T19:21:06.193Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
234,mylelan,mylelan_1EE610CE-B27C-4F4F-972C-8AF05DCBF5F3,2023-08-06,2023-08-06 18:31:06,2023-08-06 18:31:06,Sondage Training  DT,95966,Satisfait(e),,2023-06-28T19:12:47.867Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
235,mylelan,mylelan_1EE610CE-B27C-4F4F-972C-8AF05DCBF5F3,2023-08-06,2023-08-06 18:31:06,2023-08-06 18:31:06,Sondage Training  DT,95966,Je n'ai pas eu de transfert de données,,2023-06-28T19:12:47.867Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
236,mylelan,mylelan_B94F8F33-9E90-4C31-A7F1-3A68DB5E4B98,2023-08-06,2023-08-06 18:49:20,2023-08-06 18:49:20,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-12T19:09:10.157Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
237,mylelan,mylelan_B94F8F33-9E90-4C31-A7F1-3A68DB5E4B98,2023-08-06,2023-08-06 18:49:20,2023-08-06 18:49:20,Sondage Training  DT,95966,Satisfait(e),,2023-05-12T19:09:10.157Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
238,drlagace,drlagace_FC7E99B0-865D-49E0-86F3-3F939890C1D4,2023-08-07,2023-08-07 11:18:46,2023-08-07 11:18:46,Sondage Training  DT,95966,Totalement satisfait(e),,1900-01-01T00:00:00.000Z,OtherProfession,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
239,drlagace,drlagace_FC7E99B0-865D-49E0-86F3-3F939890C1D4,2023-08-07,2023-08-07 11:18:46,2023-08-07 11:18:46,Sondage Training  DT,95966,Satisfait(e),,1900-01-01T00:00:00.000Z,OtherProfession,Practician,CA,NB,How satisfied are you with the data transfer carried out by the MEDFAR team?
240,mylelan,mylelan_2C71B82B-3684-4F65-9622-EC6124330B76,2023-08-07,2023-08-07 11:19:25,2023-08-07 11:19:25,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-19T11:51:18.720Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
241,mylelan,mylelan_2C71B82B-3684-4F65-9622-EC6124330B76,2023-08-07,2023-08-07 11:19:25,2023-08-07 11:19:25,Sondage Training  DT,95966,Satisfait(e),,2023-05-19T11:51:18.720Z,Nurse,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
242,mylelan,mylelan_27C53852-A811-448A-8B00-BF02210C37D2,2023-08-07,2023-08-07 11:44:47,2023-08-07 11:44:47,Sondage Training  DT,95966,Satisfait(e),,2023-05-24T20:30:17.933Z,Nurse,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
243,mylelan,mylelan_27C53852-A811-448A-8B00-BF02210C37D2,2023-08-07,2023-08-07 11:44:47,2023-08-07 11:44:47,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-24T20:30:17.933Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
244,mylelan,mylelan_19E27D42-0368-4BB8-9E20-5FBDEBDEB517,2023-08-07,2023-08-07 12:27:32,2023-08-07 12:27:32,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-10T16:23:33.363Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
245,mylelan,mylelan_19E27D42-0368-4BB8-9E20-5FBDEBDEB517,2023-08-07,2023-08-07 12:27:32,2023-08-07 12:27:32,Sondage Training  DT,95966,Satisfait(e),,2023-05-10T16:23:33.363Z,MedicalOffice Assistant,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
246,mylelan,mylelan_7860EB5F-E377-47B9-ADDB-72609C66EBB5,2023-08-07,2023-08-07 12:32:02,2023-08-07 12:32:02,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-14T14:45:21.217Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
247,mylelan,mylelan_7860EB5F-E377-47B9-ADDB-72609C66EBB5,2023-08-07,2023-08-07 12:32:02,2023-08-07 12:32:02,Sondage Training  DT,95966,Satisfait(e),,2023-06-14T14:45:21.217Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
248,mylelan,mylelan_CF08D994-3420-42FC-BA48-BBD53A8D5EC7,2023-08-07,2023-08-07 12:41:27,2023-08-07 12:41:27,Sondage Training  DT,95966,Satisfait(e),,2023-05-17T16:13:25.710Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
249,mylelan,mylelan_CF08D994-3420-42FC-BA48-BBD53A8D5EC7,2023-08-07,2023-08-07 12:41:27,2023-08-07 12:41:27,Sondage Training  DT,95966,Insatisfait(e),,2023-05-17T16:13:25.710Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
250,mylelan,mylelan_079B7FBB-FE40-4869-8B02-A144F1B51A15,2023-08-07,2023-08-07 12:56:46,2023-08-07 12:56:46,Sondage Training  DT,95966,Satisfait(e),,2023-06-14T12:16:09.210Z,,Assistant,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
251,mylelan,mylelan_079B7FBB-FE40-4869-8B02-A144F1B51A15,2023-08-07,2023-08-07 12:56:46,2023-08-07 12:56:46,Sondage Training  DT,95966,Insatisfait(e),,2023-06-14T12:16:09.210Z,,Assistant,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
252,mylelan,mylelan_FCBA8BAB-1707-4AC2-BADD-3E5680223A34,2023-08-07,2023-08-07 13:48:57,2023-08-07 13:48:57,Sondage Training  DT,95966,Satisfait(e),,2023-06-07T16:20:11.300Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
253,mylelan,mylelan_FCBA8BAB-1707-4AC2-BADD-3E5680223A34,2023-08-07,2023-08-07 13:48:57,2023-08-07 13:48:57,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-07T16:20:11.300Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
254,mylelan,mylelan_383D1629-FCE3-42B4-83D7-16535B95499C,2023-08-07,2023-08-07 14:14:01,2023-08-07 14:14:01,Sondage Training  DT,95966,Satisfait(e),,2023-07-13T12:50:29.317Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
255,mylelan,mylelan_383D1629-FCE3-42B4-83D7-16535B95499C,2023-08-07,2023-08-07 14:14:01,2023-08-07 14:14:01,Sondage Training  DT,95966,Insatisfait(e),,2023-07-13T12:50:29.317Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
256,mylelan,mylelan_F19DF4AE-43F0-48BF-B412-5B1CA35E60A7,2023-08-07,2023-08-07 14:30:16,2023-08-07 14:30:16,Sondage Training  DT,95966,Satisfait(e),,2023-05-18T17:51:15.353Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
257,mylelan,mylelan_F19DF4AE-43F0-48BF-B412-5B1CA35E60A7,2023-08-07,2023-08-07 14:30:16,2023-08-07 14:30:16,Sondage Training  DT,95966,Je n'ai pas eu de transfert de données,,2023-05-18T17:51:15.353Z,MedicalOffice Assistant,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
258,mylelan,mylelan_1A609AAF-4174-491E-8DA5-D973C42EC6A0,2023-08-07,2023-08-07 18:11:21,2023-08-07 18:11:21,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-11T16:34:46.667Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
259,mylelan,mylelan_1A609AAF-4174-491E-8DA5-D973C42EC6A0,2023-08-07,2023-08-07 18:11:21,2023-08-07 18:11:21,Sondage Training  DT,95966,Insatisfait(e),,2023-05-11T16:34:46.667Z,Nurse,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
260,mylelan,mylelan_57C0A60E-89B8-45B0-AFC0-98750B1AF98A,2023-08-07,2023-08-07 20:07:31,2023-08-07 20:07:31,Sondage Training  DT,95966,Satisfait(e),,2023-07-24T13:35:04.800Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
261,mylelan,mylelan_57C0A60E-89B8-45B0-AFC0-98750B1AF98A,2023-08-07,2023-08-07 20:07:31,2023-08-07 20:07:31,Sondage Training  DT,95966,Satisfait(e),,2023-07-24T13:35:04.800Z,Nurse,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
262,threecedars,threecedars_32107817-5FFD-4B8F-926D-BBC5601AD5D3,2023-08-07,2023-08-07 05:18:59,2023-08-07 05:18:59,Sondage Training  DT,95966,Satisfied,,2023-04-22T04:39:09.653Z,GeneralPractitioner,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
263,threecedars,threecedars_32107817-5FFD-4B8F-926D-BBC5601AD5D3,2023-08-07,2023-08-07 05:18:59,2023-08-07 05:18:59,Sondage Training  DT,95966,Satisfied,,2023-04-22T04:39:09.653Z,GeneralPractitioner,Practician,CA,BC,How satisfied are you with the data transfer carried out by the MEDFAR team?
264,mylelan,mylelan_F8308D4F-E272-44B0-80AA-57BD15CBDF24,2023-08-08,2023-08-08 12:30:53,2023-08-08 12:30:53,Sondage Training  DT,95966,Satisfait(e),,2023-05-10T16:39:10.547Z,MedicalOffice Assistant,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
265,mylelan,mylelan_F8308D4F-E272-44B0-80AA-57BD15CBDF24,2023-08-08,2023-08-08 12:30:53,2023-08-08 12:30:53,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-10T16:39:10.547Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
266,mylelan,mylelan_7168968B-66A2-4CBB-B9A1-B24A4F640B17,2023-08-08,2023-08-08 12:41:39,2023-08-08 12:41:39,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-02T12:28:39.813Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
267,mylelan,mylelan_7168968B-66A2-4CBB-B9A1-B24A4F640B17,2023-08-08,2023-08-08 12:41:39,2023-08-08 12:41:39,Sondage Training  DT,95966,Insatisfait(e),,2023-06-02T12:28:39.813Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
268,mylelan,mylelan_F530245D-2E38-4116-9D46-341458AF37EC,2023-08-08,2023-08-08 12:50:48,2023-08-08 12:50:48,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-16T20:52:41.053Z,OtherProfession,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
269,mylelan,mylelan_F530245D-2E38-4116-9D46-341458AF37EC,2023-08-08,2023-08-08 12:50:48,2023-08-08 12:50:48,Sondage Training  DT,95966,Satisfait(e),,2023-05-16T20:52:41.053Z,OtherProfession,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
270,mylelan,mylelan_618B8FCF-8621-4910-A630-57F6EFA78410,2023-08-08,2023-08-08 13:30:17,2023-08-08 13:30:17,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-29T19:53:09.770Z,OtherProfession,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
271,mylelan,mylelan_618B8FCF-8621-4910-A630-57F6EFA78410,2023-08-08,2023-08-08 13:30:17,2023-08-08 13:30:17,Sondage Training  DT,95966,Insatisfait(e),,2023-06-29T19:53:09.770Z,OtherProfession,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
272,mylelan,mylelan_93BC5593-1693-4AB6-A92F-918981D15C75,2023-08-08,2023-08-08 14:20:03,2023-08-08 14:20:03,Sondage Training  DT,95966,Satisfait(e),,2023-06-12T13:49:15.127Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
273,mylelan,mylelan_93BC5593-1693-4AB6-A92F-918981D15C75,2023-08-08,2023-08-08 14:20:03,2023-08-08 14:20:03,Sondage Training  DT,95966,Totalement insatisfait(e),,2023-06-12T13:49:15.127Z,MedicalOffice Assistant,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
274,mylelan,mylelan_5C4C1FED-4DB1-4D90-88C6-C3D94D515A60,2023-08-08,2023-08-08 17:32:12,2023-08-08 17:32:12,Sondage Training  DT,95966,Totalement satisfait(e),,2023-07-04T16:32:52.960Z,,Assistant,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
275,mylelan,mylelan_5C4C1FED-4DB1-4D90-88C6-C3D94D515A60,2023-08-08,2023-08-08 17:32:12,2023-08-08 17:32:12,Sondage Training  DT,95966,Totalement satisfait(e),,2023-07-04T16:32:52.960Z,,Assistant,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
276,mylelan,mylelan_F1672798-D777-4218-91B7-EE210656A773,2023-08-08,2023-08-08 19:01:27,2023-08-08 19:01:27,Sondage Training  DT,95966,Satisfait(e),,2023-07-05T13:05:53.617Z,Resident,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
277,mylelan,mylelan_F1672798-D777-4218-91B7-EE210656A773,2023-08-08,2023-08-08 19:01:27,2023-08-08 19:01:27,Sondage Training  DT,95966,Satisfait(e),,2023-07-05T13:05:53.617Z,Resident,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
278,threecedars,threecedars_54485BAD-9BD7-4C18-A90B-9495A5A92C6E,2023-08-08,2023-08-08 17:32:04,2023-08-08 17:32:04,Sondage Training  DT,95966,Satisfied,,2023-07-31T16:06:15.367Z,Specialist,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
279,threecedars,threecedars_54485BAD-9BD7-4C18-A90B-9495A5A92C6E,2023-08-08,2023-08-08 17:32:04,2023-08-08 17:32:04,Sondage Training  DT,95966,Satisfied,,2023-07-31T16:06:15.367Z,Specialist,Practician,CA,BC,How satisfied are you with the data transfer carried out by the MEDFAR team?
280,mylelan,mylelan_CAA81FCA-456C-4E76-8B72-7A9B8FAF3E74,2023-08-09,2023-08-09 12:21:05,2023-08-09 12:21:05,Sondage Training  DT,95966,Totalement satisfait(e),,2023-06-13T14:50:58.803Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
281,mylelan,mylelan_CAA81FCA-456C-4E76-8B72-7A9B8FAF3E74,2023-08-09,2023-08-09 12:21:05,2023-08-09 12:21:05,Sondage Training  DT,95966,Satisfait(e),,2023-06-13T14:50:58.803Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
282,mylelan,mylelan_1A6EDC04-2DDA-464B-95CD-65E7865ECE50,2023-08-09,2023-08-09 12:30:36,2023-08-09 12:30:36,Sondage Training  DT,95966,Satisfait(e),,2023-05-18T22:42:28.583Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
283,mylelan,mylelan_1A6EDC04-2DDA-464B-95CD-65E7865ECE50,2023-08-09,2023-08-09 12:30:36,2023-08-09 12:30:36,Sondage Training  DT,95966,Satisfait(e),,2023-05-18T22:42:28.583Z,MedicalOffice Assistant,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
284,mylelan,mylelan_77849FA2-C950-4F16-913C-A5A600A248E6,2023-08-09,2023-08-09 15:55:10,2023-08-09 15:55:10,Sondage Training  DT,95966,Totalement satisfait(e),,2023-04-13T14:29:54.703Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
285,mylelan,mylelan_77849FA2-C950-4F16-913C-A5A600A248E6,2023-08-09,2023-08-09 15:55:10,2023-08-09 15:55:10,Sondage Training  DT,95966,Totalement satisfait(e),,2023-04-13T14:29:54.703Z,Doctor,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
286,threecedars,threecedars_0BCAC367-43D2-448C-A5BC-5062BABDC666,2023-08-09,2023-08-09 23:41:36,2023-08-09 23:41:36,Sondage Training  DT,95966,Satisfied,,2023-03-24T16:10:22.220Z,MedicalOffice Assistant,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
287,threecedars,threecedars_0BCAC367-43D2-448C-A5BC-5062BABDC666,2023-08-09,2023-08-09 23:41:36,2023-08-09 23:41:36,Sondage Training  DT,95966,Unsatisfied,,2023-03-24T16:10:22.220Z,MedicalOffice Assistant,Practician,CA,BC,How satisfied are you with the data transfer carried out by the MEDFAR team?
288,cpd,cpd_D2BD0864-DAD6-4B1E-AD9D-A2C2C95409EE,2023-08-10,2023-08-10 01:41:42,2023-08-10 01:41:42,Sondage Training  DT,95966,Satisfait(e),,2023-05-15T19:27:45.590Z,NursePractitioner,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
289,cpd,cpd_D2BD0864-DAD6-4B1E-AD9D-A2C2C95409EE,2023-08-10,2023-08-10 01:41:42,2023-08-10 01:41:42,Sondage Training  DT,95966,Je n'ai pas eu de transfert de données,,2023-05-15T19:27:45.590Z,NursePractitioner,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
290,mylelan,mylelan_769E2EB7-154C-42CE-9CD7-EFA245A8CFE0,2023-08-10,2023-08-10 16:00:19,2023-08-10 16:00:19,Sondage Training  DT,95966,Satisfait(e),,2023-08-10T15:55:21.200Z,OtherProfession,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
291,mylelan,mylelan_769E2EB7-154C-42CE-9CD7-EFA245A8CFE0,2023-08-10,2023-08-10 16:00:19,2023-08-10 16:00:19,Sondage Training  DT,95966,Satisfait(e),,2023-08-10T15:55:21.200Z,OtherProfession,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
292,mylelan,mylelan_2D564121-9544-4B03-A5FA-E2E5B6BC1EEB,2023-08-10,2023-08-10 20:55:55,2023-08-10 20:55:55,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-22T21:00:15.137Z,Resident,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
293,mylelan,mylelan_2D564121-9544-4B03-A5FA-E2E5B6BC1EEB,2023-08-10,2023-08-10 20:55:55,2023-08-10 20:55:55,Sondage Training  DT,95966,Satisfait(e),,2023-05-22T21:00:15.137Z,Resident,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
294,mylelan,mylelan_EA41CB5E-BA03-4DD8-9AED-4080B97F1DF1,2023-08-10,2023-08-10 20:57:07,2023-08-10 20:57:07,Sondage Training  DT,95966,Satisfait(e),,2023-05-19T20:59:28.593Z,Resident,Practician,CA,QC,How satisfied are you with the data transfer carried out by the MEDFAR team?
295,mylelan,mylelan_EA41CB5E-BA03-4DD8-9AED-4080B97F1DF1,2023-08-10,2023-08-10 20:57:07,2023-08-10 20:57:07,Sondage Training  DT,95966,Totalement satisfait(e),,2023-05-19T20:59:28.593Z,Resident,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
296,mylelan,mylelan_EA158104-52DE-4F8A-8D8A-04B23C6CEA47,2023-08-10,2023-08-10 22:59:19,2023-08-10 22:59:19,Sondage Training  DT,95966,Satisfait(e),,2023-06-28T21:11:50.280Z,NursePractitioner,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
