AccountName,AnalyticsPropertyStatus,UserID,SurveyID,Question,UsersViewedSurveys,UsersSubmittedSurveys
psc-grandgalop,CA,psc-grandgalop_5C1B05BD-AB31-4CE9-81F1-9C6EEB76BC7B,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-lanaudiere,CA,psc-lanaudiere_0C686CCB-B547-4EB3-901D-EA3DDAFAEE03,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-lanaudiere,CA,psc-lanaudiere_53E3A185-EA7F-4023-BB77-CA4C6E4217C3,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-lanaudiere,CA,psc-lanaudiere_6AA7DF53-BC15-4516-9A2C-1B3541A1E944,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-lanaudiere,CA,psc-lanaudiere_B861A8CB-534C-439A-A352-D742A0EFA2D8,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-lanaudiere,CA,psc-lanaudiere_E3EB8224-CA85-45C7-A99D-BEFEF89BA8E0,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_113224F8-8769-4C21-87C0-55F9ABF4D856,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_17F5A91D-E14B-4A58-9BE9-FBEFEDBF0BE7,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_396E6E2D-CBCE-473C-A9B7-E96AC78F2504,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_8E305349-849A-42E8-8210-1136149B37CD,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_94E75B5D-821E-451D-9FB6-65C4A643932D,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_AC2BABEF-570A-4306-B2D1-033BEB26406C,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_D9E4884C-F210-4497-9194-3548E12E98D4,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
spectrumhealth,CA,spectrumhealth_EB7EA265-F344-4954-8D71-585D4B426BFD,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_106B0774-14CA-48C6-B4CC-27B242992199,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_15A80067-4385-47C5-8497-8984D9C90230,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_15F72E9A-2A10-49CC-A9F9-065A5921CC54,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_3F64BD95-D349-4270-BC0E-25E1A98BE815,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_44A19903-4768-4C71-99D0-03715D0990A2,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_793A5990-6E3A-4581-B159-62D359DCB607,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_B0C7970D-3678-43E2-8F97-C0152B4C0275,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_C23120BC-4145-44DF-AF23-02A4BDC16A80,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_CDD90B07-3FA7-4547-804D-43F5D2A2BB18,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_D15DB865-46C4-42EE-88FD-4847F5BB848F,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
themarkmedical,CA,themarkmedical_D27F37BC-9137-4106-9960-E44E3E448366,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cliniquelaferte,CA,cliniquelaferte_4B5F7D5C-1CB8-4CE5-A412-D2053FE4928C,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cliniquelaferte,CA,cliniquelaferte_5CCFB541-EA97-4FA3-8E3E-26EF82EC2C86,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cliniquelaferte,CA,cliniquelaferte_77849FA2-C950-4F16-913C-A5A600A248E6,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cliniquelaferte,CA,cliniquelaferte_A22F5A15-7B06-467A-899D-A905BDE3AE5F,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cmvictoriaville,CA,cmvictoriaville_12861097-09D0-4BAB-A8F8-2D1D6F2CD305,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cmvictoriaville,CA,cmvictoriaville_1B042551-20C8-4B26-B43F-3E045129CB1F,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cmvictoriaville,CA,cmvictoriaville_5760E940-40FC-4E0F-9141-E26027996694,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cmvictoriaville,CA,cmvictoriaville_64A2F7BE-BE33-47D9-B77B-6BF2917DB0A3,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cmvictoriaville,CA,cmvictoriaville_939F7D45-953A-4487-AC60-8A806A71AC15,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cmvictoriaville,CA,cmvictoriaville_A3732AA2-F3B6-402B-9CCF-D2142C7325A4,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
collabexpertise,CA,collabexpertise_1D782A39-34B3-4282-954D-2A4A2F20BAF0,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
maritimeallergy,CA,maritimeallergy_69A962C3-E9F0-4FF4-A882-3BDDD25786FB,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
maritimeallergy,CA,maritimeallergy_77849FA2-C950-4F16-913C-A5A600A248E6,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-petitrenard,CA,psc-petitrenard_2AD04163-B4CE-45E8-A67E-322626F32B00,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-petitrenard,CA,psc-petitrenard_2BAB24D4-CE02-40FA-A645-9D8AE349E60D,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-petitrenard,CA,psc-petitrenard_9C8FC2B2-9F83-44AA-BE7C-498B4FEABF77,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
catalystkinetics,CA,catalystkinetics_2B83A640-9B4E-4EA0-9FD0-D41EF8983AEF,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
catalystkinetics,CA,catalystkinetics_E153EBA4-1FE8-4CCD-A60E-F2767E68E425,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
gmfdelamatapedia,CA,gmfdelamatapedia_F1789054-A237-40CF-9068-957907B4D329,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-aucoin2marue,CA,psc-aucoin2marue_6033E1F8-283F-4212-A026-CB5398645970,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
psc-aucoin2marue,CA,psc-aucoin2marue_6B05BF04-74AB-45EF-98ED-9BD4D576F283,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
whistler360health,CA,whistler360health_17A6B270-1817-48E3-88B0-4BC979167C39,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
whistler360health,CA,whistler360health_5EAF77C6-978B-4C4D-AF58-DF3F24253E25,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
whistler360health,CA,whistler360health_789508CC-FCE3-4BD2-94BC-DDED8F74D27A,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
whistler360health,CA,whistler360health_9C6C9B8E-9FED-4924-A51A-C6E47074BE96,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
whistler360health,CA,whistler360health_D9B8D82A-AE3A-4D4E-9B72-F34E7CB3B896,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
whistler360health,CA,whistler360health_ED60078E-F2F5-4877-856D-C9A3FE7F4C26,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
whistler360health,CA,whistler360health_F1230A12-3A12-4D0C-8934-08533E7A82B1,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
cliniquedelamarine,CA,cliniquedelamarine_F0520ADD-8937-4A21-BEF1-F704AD67E049,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",0,1
,CA,,101436,Are you satisfied with the customer support received by the MEDFAR team?,4,0
,CA,,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",4,0
,CA,,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
,CA,,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_05D6DA78-E219-45E6-B1D9-4ED63B45CDD4,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_05D6DA78-E219-45E6-B1D9-4ED63B45CDD4,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_15614F52-275A-4BDE-9368-36034D0C021D,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_15614F52-275A-4BDE-9368-36034D0C021D,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_19EBE477-2EFF-493A-8B03-A0D38A1CA584,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_19EBE477-2EFF-493A-8B03-A0D38A1CA584,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_24C0AB2E-12EE-4E77-A35B-50BC3C640FA1,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_24C0AB2E-12EE-4E77-A35B-50BC3C640FA1,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_2CBFF622-C673-4C8A-ABFC-FD4CB585395A,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_2CBFF622-C673-4C8A-ABFC-FD4CB585395A,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_2CBFF622-C673-4C8A-ABFC-FD4CB585395A,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_2CBFF622-C673-4C8A-ABFC-FD4CB585395A,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_3BDBEB27-40DD-43F7-9980-42C813F0370A,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_3BDBEB27-40DD-43F7-9980-42C813F0370A,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_61A79E4E-410A-4503-9611-1D1D54F572D2,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_61A79E4E-410A-4503-9611-1D1D54F572D2,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_61A79E4E-410A-4503-9611-1D1D54F572D2,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_61A79E4E-410A-4503-9611-1D1D54F572D2,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_68C37EA4-F796-489F-AE74-70002D90FCDB,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_68C37EA4-F796-489F-AE74-70002D90FCDB,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_68C37EA4-F796-489F-AE74-70002D90FCDB,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_68C37EA4-F796-489F-AE74-70002D90FCDB,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_77849FA2-C950-4F16-913C-A5A600A248E6,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_77849FA2-C950-4F16-913C-A5A600A248E6,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_77849FA2-C950-4F16-913C-A5A600A248E6,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_77849FA2-C950-4F16-913C-A5A600A248E6,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_AE5E5BEF-686B-4125-8BAF-C837D4DF478B,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_AE5E5BEF-686B-4125-8BAF-C837D4DF478B,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_AE5E5BEF-686B-4125-8BAF-C837D4DF478B,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_AE5E5BEF-686B-4125-8BAF-C837D4DF478B,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_B914D900-98CF-4BA8-AE8F-1057C4D8C948,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_B914D900-98CF-4BA8-AE8F-1057C4D8C948,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_B914D900-98CF-4BA8-AE8F-1057C4D8C948,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_B914D900-98CF-4BA8-AE8F-1057C4D8C948,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_BD48C0F8-491B-4E45-A931-10208A710C9B,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_BD48C0F8-491B-4E45-A931-10208A710C9B,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_BD48C0F8-491B-4E45-A931-10208A710C9B,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_BD48C0F8-491B-4E45-A931-10208A710C9B,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_C4EF60D1-BB15-4C7A-ADA6-6CAD879DA970,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_C4EF60D1-BB15-4C7A-ADA6-6CAD879DA970,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_E1CDA108-A400-4B5D-9524-7E7AA5CF1DCD,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_E1CDA108-A400-4B5D-9524-7E7AA5CF1DCD,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_F22B794A-9A4B-406D-BE97-D13F2459DAA5,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_F22B794A-9A4B-406D-BE97-D13F2459DAA5,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
amc,CA,amc_F9864057-FBB2-415D-9DCD-51EB0C43AFA4,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
amc,CA,amc_F9864057-FBB2-415D-9DCD-51EB0C43AFA4,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
amc,CA,amc_F9864057-FBB2-415D-9DCD-51EB0C43AFA4,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
amc,CA,amc_F9864057-FBB2-415D-9DCD-51EB0C43AFA4,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
asp,CA,asp_E5BEDC49-E945-4FA0-8F87-ACFC00F038B1,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
asp,CA,asp_E5BEDC49-E945-4FA0-8F87-ACFC00F038B1,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_01B33265-FC00-4957-BDE9-AC8173A2AC06,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cmr,CA,cmr_01B33265-FC00-4957-BDE9-AC8173A2AC06,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
cmr,CA,cmr_01B33265-FC00-4957-BDE9-AC8173A2AC06,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_01B33265-FC00-4957-BDE9-AC8173A2AC06,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_0B7DD472-DDB3-4BA4-8D0F-0D0E75AECD7B,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cmr,CA,cmr_0B7DD472-DDB3-4BA4-8D0F-0D0E75AECD7B,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
cmr,CA,cmr_0B7DD472-DDB3-4BA4-8D0F-0D0E75AECD7B,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_0B7DD472-DDB3-4BA4-8D0F-0D0E75AECD7B,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_340E134E-AC29-44BD-90F0-B581E56C60F0,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cmr,CA,cmr_340E134E-AC29-44BD-90F0-B581E56C60F0,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
cmr,CA,cmr_340E134E-AC29-44BD-90F0-B581E56C60F0,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_340E134E-AC29-44BD-90F0-B581E56C60F0,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_6BE45392-703E-4098-B713-6CC582548F54,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cmr,CA,cmr_6BE45392-703E-4098-B713-6CC582548F54,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
cmr,CA,cmr_6BE45392-703E-4098-B713-6CC582548F54,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_6BE45392-703E-4098-B713-6CC582548F54,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_77849FA2-C950-4F16-913C-A5A600A248E6,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_77849FA2-C950-4F16-913C-A5A600A248E6,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_8926D7E7-A113-4639-8517-13D5FCB50DD8,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cmr,CA,cmr_8926D7E7-A113-4639-8517-13D5FCB50DD8,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
cmr,CA,cmr_8B4B930C-FD02-4CD9-92EB-A3972D898097,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_8B4B930C-FD02-4CD9-92EB-A3972D898097,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_CB1F74ED-EC5C-42DD-9949-8E53EC240ACA,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_CB1F74ED-EC5C-42DD-9949-8E53EC240ACA,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cmr,CA,cmr_CB1F74ED-EC5C-42DD-9949-8E53EC240ACA,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cmr,CA,cmr_CB1F74ED-EC5C-42DD-9949-8E53EC240ACA,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
cmr,CA,cmr_D6F8E103-35BA-4F1C-BCFC-A81C1275D9F5,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
cmr,CA,cmr_D6F8E103-35BA-4F1C-BCFC-A81C1275D9F5,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
cpg,CA,cpg_189B30F8-DB37-4BCA-BBD1-1EEBA6B4AC1C,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cpg,CA,cpg_189B30F8-DB37-4BCA-BBD1-1EEBA6B4AC1C,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
cpg,CA,cpg_4649F24D-43A2-40D6-8183-505EBD11900F,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
cpg,CA,cpg_4649F24D-43A2-40D6-8183-505EBD11900F,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
csb,CA,csb_04EA2C91-A96D-4822-AD31-9EAC77FE7702,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
csb,CA,csb_04EA2C91-A96D-4822-AD31-9EAC77FE7702,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
jpl,CA,jpl_77849FA2-C950-4F16-913C-A5A600A248E6,101436,Are you satisfied with the customer support received by the MEDFAR team?,1,0
jpl,CA,jpl_77849FA2-C950-4F16-913C-A5A600A248E6,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",1,0
jpl,CA,jpl_C8539F43-9816-4B09-88E3-D52A66E9AD73,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
jpl,CA,jpl_C8539F43-9816-4B09-88E3-D52A66E9AD73,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
mct,CA,mct_7D71E28B-4D34-4D60-84AC-23AC44F76CF4,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
mct,CA,mct_7D71E28B-4D34-4D60-84AC-23AC44F76CF4,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
wbm,CA,wbm_41C96680-5706-43EB-BD25-60573F619451,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
wbm,CA,wbm_41C96680-5706-43EB-BD25-60573F619451,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
wbm,CA,wbm_77849FA2-C950-4F16-913C-A5A600A248E6,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
wbm,CA,wbm_77849FA2-C950-4F16-913C-A5A600A248E6,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
wbm,CA,wbm_8CE5D630-5F49-4D92-9E95-04109B5311D3,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
wbm,CA,wbm_8CE5D630-5F49-4D92-9E95-04109B5311D3,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
bpnn,CA,bpnn_4661E0A4-D1F1-4FCF-96BD-9F4CBA2B8728,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
bpnn,CA,bpnn_4661E0A4-D1F1-4FCF-96BD-9F4CBA2B8728,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
bpnn,CA,bpnn_81D76B0E-EFFB-4EE1-9B0F-3E2421C7F16B,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
bpnn,CA,bpnn_81D76B0E-EFFB-4EE1-9B0F-3E2421C7F16B,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
caps,CA,caps_59F7D630-9A87-466D-BF45-DDC94F69A3A7,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
caps,CA,caps_59F7D630-9A87-466D-BF45-DDC94F69A3A7,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
caps,CA,caps_77849FA2-C950-4F16-913C-A5A600A248E6,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
caps,CA,caps_77849FA2-C950-4F16-913C-A5A600A248E6,95966,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?",1,0
caps,CA,caps_A3AEF488-329C-4F07-A35B-AC85834020FE,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,1,0
